"Trip","Ptt","locType","Time_absolute","Time_since","off_island","lag1","diff1","Distance","Speed_ms","Speed_kph","Avg_speed","LON","LAT","Start_trip_new"
1,196703,"p","2020-01-07 15:22:00",22.5333333333333,TRUE,22.45,0.0833333333333002,441.621345452247,1.47207115150808,5.29945614542908,5.29945614542908,-25956.6199951925,26699.0607525268,TRUE
1,196703,"p","2020-01-07 15:27:00",22.6166666666667,TRUE,22.5333333333333,0.0833333333333997,453.460879608171,1.51153626535937,5.44153055529372,5.37049335036139,-25506.8572706229,26771.865215939,FALSE
1,196703,"p","2020-01-07 15:32:00",22.7,TRUE,22.6166666666667,0.0833333333333002,463.524652408344,1.54508217469509,5.56229582890234,5.43442750987504,-25047.0039196509,26845.6117746163,FALSE
1,196703,"p","2020-01-07 15:37:00",22.7833333333333,TRUE,22.7,0.0833333333333002,472.066293824579,1.57355431274922,5.66479552589721,5.49201951388059,-24578.588021289,26920.1649318768,FALSE
1,196703,"p","2020-01-07 15:42:00",22.8666666666667,TRUE,22.7833333333333,0.0833333333333997,479.301179169775,1.59767059723131,5.75161415003272,5.54393844111101,-24102.9213544782,26995.4095666909,FALSE
1,196703,"p","2020-01-07 15:47:00",22.95,TRUE,22.8666666666667,0.0833333333333002,485.411801549749,1.61803933849981,5.8249416185993,5.59077230402573,-23621.1325351749,27071.2480255394,FALSE
1,196703,"p","2020-01-07 15:52:00",23.0333333333333,TRUE,22.95,0.0833333333333002,490.552339028695,1.63517446342964,5.88662806834669,5.63303741321444,-23134.1955265256,27147.5976556171,FALSE
1,196703,"p","2020-01-07 15:57:00",23.1166666666667,TRUE,23.0333333333333,0.0833333333333997,494.852521895533,1.64950840631713,5.93823026274167,5.67118651940534,-22642.9542423265,27224.3887169109,FALSE
1,196703,"p","2020-01-07 16:02:00",23.2,TRUE,23.1166666666667,0.0833333333333002,498.420891984416,1.66140297328205,5.98105070381537,5.70561587322868,-22148.1438652836,27301.5626204751,FALSE
1,196703,"p","2020-01-07 16:07:00",23.2833333333333,TRUE,23.2,0.0833333333333002,501.347532922585,1.67115844307595,6.01617039507341,5.73667132541315,-21650.409418599,27379.0704484056,FALSE
1,196703,"p","2020-01-07 16:12:00",23.3666666666667,TRUE,23.2833333333333,0.0833333333333997,503.706338207658,1.67902112735752,6.04447605848709,5.76465357387442,-21150.3220600166,27456.8717181442,FALSE
1,196703,"p","2020-01-07 16:17:00",23.45,TRUE,23.3666666666667,0.0833333333333002,505.556873132705,1.68518957710969,6.06668247759487,5.78982264918446,-20648.3935099452,27534.9333598021,FALSE
1,196703,"p","2020-01-07 16:22:00",23.5333333333333,TRUE,23.45,0.0833333333333002,506.945876815294,1.68981958938498,6.08335052178594,5.81240171630765,-20145.0889781189,27613.2288808024,FALSE
1,196703,"p","2020-01-07 16:27:00",23.6166666666667,TRUE,23.5333333333333,0.0833333333333997,507.90844185663,1.69302813952075,6.09490130227471,5.83258025816244,-19640.8389153458,27691.737696628,FALSE
1,196703,"p","2020-01-07 16:32:00",23.7,TRUE,23.6166666666667,0.0833333333333002,508.468901232754,1.69489633744319,6.10162681479548,5.85051669527131,-19136.0498872047,27770.4446108471,FALSE
1,196703,"p","2020-01-07 16:37:00",23.7833333333333,TRUE,23.7,0.0833333333333002,508.641444829532,1.69547148276578,6.10369733795681,5.86634048543915,-18631.1148443711,27849.3394312215,FALSE
1,196703,"p","2020-01-07 16:42:00",23.8666666666667,TRUE,23.7833333333333,0.0833333333333997,508.430481380491,1.69476827126696,6.10116577656104,5.88015373785809,-18126.4230490179,27928.4167122478,FALSE
