"TimeNum","locType","Ptt","Time","Time_since","Argos_loc_class","Uplink","LON","LAT","mu.x","theta.x","gamma.x","mu.y","theta.y","gamma.y"
984.416666666667,"p",196708,NA,984.416666666667,NA,NA,NA,NA,-7480.18361072656,133.926329028342,941.838868132001,-1161.39723332469,113.436088671886,797.740951737066
984.5,"p",196708,NA,984.5,NA,NA,NA,NA,-7390.53609320267,133.927013237592,941.843681626453,-1085.46514744921,113.437179188509,797.74862365281
984.583333333333,"p",196708,NA,984.583333333333,NA,NA,NA,NA,-7300.88853529234,133.927013245691,941.843681683448,-1009.53299720452,113.437179201418,797.748623743658
984.666666666667,"p",196708,NA,984.666666666667,NA,NA,NA,NA,-7211.24097738855,133.927013127005,941.843680848233,-933.600846964444,113.437179110235,797.748623101988
984.75,"p",196708,NA,984.75,NA,NA,NA,NA,-7121.59401122439,133.91698745569,941.773154269168,-857.669151340303,113.429476685786,797.694439633387
984.816666666667,"o",196708,2020-02-16 17:39:00,984.816666666667,"1",1108,-7035.4341989033,-785.828252779108,-7055.04429825318,46.3297213519498,325.814443792896,-800.89410761657,46.1387907394588,324.471721464842
984.833333333333,"p",196708,NA,984.833333333333,NA,NA,NA,NA,-7055.93474869819,-32.2071645015348,-226.492634751068,-800.166493450521,-14.1987578136604,-99.8493450725741
984.916666666667,"p",196708,NA,984.916666666667,NA,NA,NA,NA,-7083.02361593755,-41.2674632830837,-290.214039463819,-813.919459235201,-21.1595153188323,-148.80460105129
985,"p",196708,NA,985,NA,NA,NA,NA,-7110.64713999266,-41.267570540523,-290.214794088729,-828.083185915599,-21.1595977215261,-148.805180807116
985.083333333333,"p",196708,NA,985.083333333333,NA,NA,NA,NA,-7138.27067037922,-41.2675705417927,-290.214794097665,-842.246917460255,-21.1595977225016,-148.805180813982
985.166666666667,"p",196708,NA,985.166666666667,NA,NA,NA,NA,-7165.89420076585,-41.2675705417927,-290.214794097666,-856.410649004969,-21.1595977225016,-148.805180813982
985.25,"p",196708,NA,985.25,NA,NA,NA,NA,-7193.51773115245,-41.2675705417927,-290.214794097665,-870.574380549663,-21.1595977225016,-148.805180813982
985.333333333333,"p",196708,NA,985.333333333333,NA,NA,NA,NA,-7221.14126153908,-41.2675705417927,-290.214794097665,-884.738112094376,-21.1595977225016,-148.805180813982
