"TimeNum","locType","Ptt","Time","Time_since","Argos_loc_class","Uplink","optional","LON","LAT","mu.x","theta.x","gamma.x","mu.y","theta.y","gamma.y","Time_absolute"
1.68333333333333,"p",196707,2020-01-06 18:31:00,1.68333333333333,"0",2,TRUE,-23605.6454764694,22094.6446509188,-23605.6461041548,-0.130614185143432,-319.024014875213,22094.6442973441,-0.0735748647996022,-179.705969428164,2020-01-06 18:31:00
1.76666666666667,"p",196707,NA,1.76666666666667,NA,NA,TRUE,NA,NA,-23632.2423232431,-0.130614185143432,-319.024014875213,22079.662668653,-0.0735748647996022,-179.705969428164,2020-01-06 18:36:00
1.85,"p",196707,NA,1.85,NA,NA,TRUE,NA,NA,-23658.8385423315,-0.130614185143432,-319.024014875213,22064.6810399619,-0.0735748647996023,-179.705969428164,2020-01-06 18:41:00
1.93333333333333,"p",196707,NA,1.93333333333333,NA,NA,TRUE,NA,NA,-23685.4347614198,-0.130614185143432,-319.024014875213,22049.6994112709,-0.0735748647996022,-179.705969428164,2020-01-06 18:46:00
2.01666666666667,"p",196707,NA,2.01666666666667,NA,NA,TRUE,NA,NA,-23712.0309805082,-0.130614185143432,-319.024014875213,22034.7177825798,-0.0735748647996022,-179.705969428164,2020-01-06 18:51:00
2.1,"p",196707,NA,2.1,NA,NA,TRUE,NA,NA,-23738.6271995966,-0.130614185143432,-319.024014875213,22019.7361538887,-0.0735748647996022,-179.705969428164,2020-01-06 18:56:00
2.18333333333333,"p",196707,NA,2.18333333333333,NA,NA,TRUE,NA,NA,-23765.2234186849,-0.130614185143432,-319.024014875213,22004.7545251976,-0.0735748647996022,-179.705969428164,2020-01-06 19:01:00
2.26666666666667,"p",196707,NA,2.26666666666667,NA,NA,TRUE,NA,NA,-23791.8196377733,-0.130614185143432,-319.024014875213,21989.7728965065,-0.0735748647996022,-179.705969428164,2020-01-06 19:06:00
2.35,"p",196707,NA,2.35,NA,NA,TRUE,NA,NA,-23818.4158568617,-0.130614185143432,-319.024014875213,21974.7912678155,-0.0735748647996022,-179.705969428164,2020-01-06 19:11:00
2.43333333333333,"p",196707,NA,2.43333333333333,NA,NA,TRUE,NA,NA,-23845.01207595,-0.130614185143432,-319.024014875213,21959.8096391244,-0.0735748647996022,-179.705969428164,2020-01-06 19:16:00
2.51666666666667,"p",196707,NA,2.51666666666667,NA,NA,TRUE,NA,NA,-23871.6082950384,-0.130614185143432,-319.024014875213,21944.8280104333,-0.0735748647996022,-179.705969428164,2020-01-06 19:21:00
