"TimeNum","locType","Ptt","Time","Time_since","Argos_loc_class","Uplink","LON","LAT","mu.x","theta.x","gamma.x","mu.y","theta.y","gamma.y","Time_absolute"
0.05,"p",196704,2020-01-06 16:53:00,0.05,"0",1,-17855.8278767347,26133.7528786066,-17855.8291664233,-0.00000000030433409449046,-104.123389532782,26133.7470933178,-0.00000000136518315633259,-467.077137079911,2020-01-06 16:53:00
0.133333333333333,"p",196704,NA,0.133333333333333,NA,NA,NA,NA,-17864.506115551,-0.00000000030433409449046,-104.123389532782,26094.823998561,-0.00000000136518315633259,-467.077137079911,2020-01-06 16:58:00
0.216666666666667,"p",196704,NA,0.216666666666667,NA,NA,NA,NA,-17873.1830646788,-0.00000000030433409449046,-104.123389532782,26055.9009038042,-0.00000000136518315633259,-467.077137079911,2020-01-06 17:03:00
0.3,"p",196704,NA,0.3,NA,NA,NA,NA,-17881.8600138066,-0.00000000030433409449046,-104.123389532782,26016.9778090474,-0.00000000136518315633259,-467.077137079911,2020-01-06 17:08:00
0.383333333333333,"p",196704,NA,0.383333333333333,NA,NA,NA,NA,-17890.5369629343,-0.00000000030433409449046,-104.123389532782,25978.0547142907,-0.00000000136518315633259,-467.077137079911,2020-01-06 17:13:00
0.416666666666667,"o",196704,2020-01-06 17:15:00,0.416666666666667,"B",2,-17914.3570339485,25910.7433181796,-17894.0075552984,0.000000000297155276625657,101.667263642013,25962.4859526028,0.000000000164224312731358,56.1869090412302,2020-01-06 17:15:00
0.466666666666667,"p",196704,NA,0.466666666666667,NA,NA,NA,NA,-17878.6348467445,0.000000000898644647741775,307.457916816809,25991.4580241462,0.0000000016936317817953,579.450955162371,2020-01-06 17:18:00
0.55,"p",196704,NA,0.55,NA,NA,NA,NA,-17853.0133536764,0.000000000898644647741775,307.457916816809,26039.7456037432,0.0000000016936317817953,579.450955162371,2020-01-06 17:23:00
0.633333333333333,"p",196704,NA,0.633333333333333,NA,NA,NA,NA,-17827.3918606082,0.000000000898644647741775,307.457916816809,26088.0331833402,0.0000000016936317817953,579.450955162371,2020-01-06 17:28:00
0.716666666666667,"p",196704,NA,0.716666666666667,NA,NA,NA,NA,-17801.7703675401,0.000000000898644647741775,307.457916816809,26136.3207629372,0.0000000016936317817953,579.450955162371,2020-01-06 17:33:00
0.8,"p",196704,NA,0.8,NA,NA,NA,NA,-17776.148874472,0.000000000898644647741775,307.457916816809,26184.6083425342,0.0000000016936317817953,579.450955162371,2020-01-06 17:38:00
0.883333333333333,"p",196704,NA,0.883333333333333,NA,NA,NA,NA,-17750.5273814038,0.000000000898644647741775,307.457916816809,26232.8959221312,0.0000000016936317817953,579.450955162371,2020-01-06 17:43:00
0.966666666666667,"p",196704,NA,0.966666666666667,NA,NA,NA,NA,-17724.9058883357,0.000000000898644647741775,307.457916816809,26281.1835017282,0.0000000016936317817953,579.450955162371,2020-01-06 17:48:00
1.05,"p",196704,NA,1.05,NA,NA,NA,NA,-17699.2843952675,0.000000000898644647741775,307.457916816809,26329.4710813252,0.0000000016936317817953,579.450955162371,2020-01-06 17:53:00
1.13333333333333,"p",196704,NA,1.13333333333333,NA,NA,NA,NA,-17673.6629021994,0.000000000898644647741775,307.457916816809,26377.7586609222,0.0000000016936317817953,579.450955162371,2020-01-06 17:58:00
1.21666666666667,"p",196704,NA,1.21666666666667,NA,NA,NA,NA,-17648.0414091313,0.000000000898644647741775,307.457916816809,26426.0462405192,0.0000000016936317817953,579.450955162371,2020-01-06 18:03:00
1.3,"p",196704,NA,1.3,NA,NA,NA,NA,-17622.4199160631,0.000000000898644647741775,307.457916816809,26474.3338201162,0.0000000016936317817953,579.450955162371,2020-01-06 18:08:00
1.38333333333333,"p",196704,NA,1.38333333333333,NA,NA,NA,NA,-17596.798422995,0.000000000898644647741775,307.457916816809,26522.6213997132,0.0000000016936317817953,579.450955162371,2020-01-06 18:13:00
1.46666666666667,"p",196704,NA,1.46666666666667,NA,NA,NA,NA,-17571.1769299268,0.000000000898644647741775,307.457916816809,26570.9089793102,0.0000000016936317817953,579.450955162371,2020-01-06 18:18:00
1.55,"p",196704,NA,1.55,NA,NA,NA,NA,-17545.5554368587,0.000000000898644647741775,307.457916816809,26619.1965589072,0.0000000016936317817953,579.450955162371,2020-01-06 18:23:00
1.63333333333333,"p",196704,NA,1.63333333333333,NA,NA,NA,NA,-17519.9339437905,0.000000000898644647741775,307.457916816809,26667.4841385042,0.0000000016936317817953,579.450955162371,2020-01-06 18:28:00
1.71666666666667,"p",196704,2020-01-06 18:33:00,1.71666666666667,"B",3,-17560.6580305605,26691.9236295218,-17494.3118401033,0.00000000285970365373041,978.405124093076,26715.7719375898,0.00000000239853946364187,820.624647069773,2020-01-06 18:33:00
1.8,"p",196704,NA,1.8,NA,NA,NA,NA,-17356.8664231079,0.00000000482076265971904,1649.35233136934,26804.2549130163,0.00000000310344714548843,1061.79833897718,2020-01-06 18:38:00
1.88333333333333,"p",196704,NA,1.88333333333333,NA,NA,NA,NA,-17219.4203954934,0.00000000482076265971904,1649.35233136934,26892.7381079313,0.00000000310344714548843,1061.79833897718,2020-01-06 18:43:00
1.96666666666667,"p",196704,NA,1.96666666666667,NA,NA,NA,NA,-17081.9743678789,0.00000000482076265971904,1649.35233136934,26981.2213028463,0.00000000310344714548843,1061.79833897718,2020-01-06 18:48:00
2.03333333333333,"o",196704,2020-01-06 18:52:00,2.03333333333333,"B",4,-17264.9289784983,27138.699652245,-16972.0148499437,0.0000000134787110034793,4611.54074296157,27052.0070609006,0.000000000540989740819577,185.091603393656,2020-01-06 18:52:00
2.05,"p",196704,NA,2.05,NA,NA,NA,NA,-16845.7887265443,0.0000000221366593472395,7573.7291545538,27040.4809399085,-0.00000000202146766384928,-691.615132189862,2020-01-06 18:53:00
2.13333333333333,"p",196704,NA,2.13333333333333,NA,NA,NA,NA,-16214.6446303297,0.0000000221366593472395,7573.7291545538,26982.8463455591,-0.00000000202146766384928,-691.615132189862,2020-01-06 18:58:00
2.21666666666667,"p",196704,NA,2.21666666666667,NA,NA,NA,NA,-15583.500534115,0.0000000221366593472395,7573.7291545538,26925.2117512098,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:03:00
2.3,"p",196704,NA,2.3,NA,NA,NA,NA,-14952.3564379003,0.0000000221366593472395,7573.7291545538,26867.5771568605,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:08:00
2.38333333333333,"p",196704,NA,2.38333333333333,NA,NA,NA,NA,-14321.2123416857,0.0000000221366593472395,7573.7291545538,26809.9425625112,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:13:00
2.46666666666667,"p",196704,NA,2.46666666666667,NA,NA,NA,NA,-13690.068245471,0.0000000221366593472395,7573.7291545538,26752.3079681619,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:18:00
2.55,"p",196704,NA,2.55,NA,NA,NA,NA,-13058.9241492564,0.0000000221366593472395,7573.7291545538,26694.6733738125,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:23:00
2.63333333333333,"p",196704,NA,2.63333333333333,NA,NA,NA,NA,-12427.7800530417,0.0000000221366593472395,7573.7291545538,26637.0387794632,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:28:00
2.71666666666667,"p",196704,NA,2.71666666666667,NA,NA,NA,NA,-11796.635956827,0.0000000221366593472395,7573.7291545538,26579.4041851139,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:33:00
2.8,"p",196704,NA,2.8,NA,NA,NA,NA,-11165.4918606124,0.0000000221366593472395,7573.7291545538,26521.7695907646,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:38:00
2.88333333333333,"p",196704,NA,2.88333333333333,NA,NA,NA,NA,-10534.3477643977,0.0000000221366593472395,7573.7291545538,26464.1349964152,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:43:00
2.96666666666667,"p",196704,NA,2.96666666666667,NA,NA,NA,NA,-9903.20366818305,0.0000000221366593472395,7573.7291545538,26406.5004020659,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:48:00
3.05,"p",196704,NA,3.05,NA,NA,NA,NA,-9272.05957196839,0.0000000221366593472395,7573.7291545538,26348.8658077166,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:53:00
3.13333333333333,"p",196704,NA,3.13333333333333,NA,NA,NA,NA,-8640.91547575373,0.0000000221366593472395,7573.7291545538,26291.2312133673,-0.00000000202146766384928,-691.615132189862,2020-01-06 19:58:00
3.21666666666667,"p",196704,NA,3.21666666666667,NA,NA,NA,NA,-8009.77137953907,0.0000000221366593472395,7573.7291545538,26233.5966190179,-0.00000000202146766384928,-691.615132189862,2020-01-06 20:03:00
3.3,"p",196704,NA,3.3,NA,NA,NA,NA,-7378.6272833244,0.0000000221366593472395,7573.7291545538,26175.9620246686,-0.00000000202146766384928,-691.615132189862,2020-01-06 20:08:00
3.36666666666667,"o",196704,2020-01-06 20:12:01,3.36666666666667,"B",6,-6546.79552120268,25945.2322115232,-6873.71501516558,0.0000000124735812797309,4267.65053922985,26129.8560483799,0.0000000034356389988457,1175.45284687793,2020-01-06 20:12:00
3.38333333333333,"p",196704,NA,3.38333333333333,NA,NA,NA,NA,-6857.68580762086,0.00000000281050321222227,961.571923905913,26180.5630296217,0.00000000889274566154068,3042.52082594573,2020-01-06 20:13:00
3.46666666666667,"p",196704,NA,3.46666666666667,NA,NA,NA,NA,-6777.5548139618,0.00000000281050321222227,961.571923905913,26434.1064317846,0.00000000889274566154068,3042.52082594573,2020-01-06 20:18:00
3.55,"p",196704,NA,3.55,NA,NA,NA,NA,-6697.42382030274,0.00000000281050321222227,961.571923905913,26687.6498339475,0.00000000889274566154068,3042.52082594573,2020-01-06 20:23:00
3.63333333333333,"p",196704,NA,3.63333333333333,NA,NA,NA,NA,-6617.29282664368,0.00000000281050321222227,961.571923905913,26941.1932361104,0.00000000889274566154068,3042.52082594573,2020-01-06 20:28:00
3.71666666666667,"p",196704,NA,3.71666666666667,NA,NA,NA,NA,-6537.16183298462,0.00000000281050321222227,961.571923905913,27194.7366382733,0.00000000889274566154068,3042.52082594573,2020-01-06 20:33:00
3.73333333333333,"o",196704,2020-01-06 20:34:00,3.73333333333333,"B",7,-6608.68433551981,27392.9907354987,-6521.13482848842,0.0000000053982893089188,1846.9444952078,27245.4439607549,0.00000000453156185547357,1550.40657228815,2020-01-06 20:34:00
3.8,"p",196704,NA,3.8,NA,NA,NA,NA,-6338.98116315163,0.00000000798607540561533,2732.31706650969,27249.3314732812,0.000000000170378049406451,58.2923186305689,2020-01-06 20:38:00
3.88333333333333,"p",196704,NA,3.88333333333333,NA,NA,NA,NA,-6111.28807427516,0.00000000798607540561533,2732.31706650969,27254.1891665005,0.000000000170378049406451,58.2923186305689,2020-01-06 20:43:00
3.96666666666667,"p",196704,NA,3.96666666666667,NA,NA,NA,NA,-5883.59498539868,0.00000000798607540561533,2732.31706650969,27259.0468597197,0.000000000170378049406451,58.2923186305689,2020-01-06 20:48:00
4.05,"p",196704,NA,4.05,NA,NA,NA,NA,-5655.90189652221,0.00000000798607540561533,2732.31706650969,27263.9045529389,0.000000000170378049406451,58.2923186305689,2020-01-06 20:53:00
