"Time","Lon","Lat","Time2"
0.0505555555555556,-22636.252257982,19950.1273854384,2020-01-06 16:56:14
0.133888888888889,-22749.9209888068,20070.6226530346,2020-01-06 17:01:14
0.217222222222222,-22863.3716478285,20190.81770581,2020-01-06 17:06:14
0.300555555555556,-22976.3808182121,20310.4049696141,2020-01-06 17:11:14
0.383888888888889,-23088.7142618367,20429.061970947,2020-01-06 17:16:14
0.467222222222222,-23200.1211773734,20546.4434311179,2020-01-06 17:21:14
0.550555555555556,-23310.328051717,20662.172800458,2020-01-06 17:26:14
0.633888888888889,-23419.0319537997,20775.8330246991,2020-01-06 17:31:14
0.717222222222222,-23525.8931061074,20886.9563167539,2020-01-06 17:36:14
0.800555555555556,-23630.5265514636,20995.0126826837,2020-01-06 17:41:14
0.883888888888889,-23732.4927104064,21099.3969200121,2020-01-06 17:46:14
0.967222222222222,-23831.2865972113,21199.413768986,2020-01-06 17:51:14
1.05055555555556,-23926.3254296332,21294.2608519729,2020-01-06 17:56:14
1.13388888888889,-24016.9343279543,21383.0089818002,2020-01-06 18:01:14
1.21722222222222,-24102.3297519422,21464.5793551495,2020-01-06 18:06:14
1.30055555555556,-24181.6002687042,21537.7170705217,2020-01-06 18:11:14
1.38388888888889,-24253.6841787913,21600.9603199072,2020-01-06 18:16:14
1.46722222222222,-24317.3434506477,21652.6044969035,2020-01-06 18:21:14
1.55055555555556,-24371.1333227142,21690.6603389965,2020-01-06 18:26:14
1.63388888888889,-24413.3668259494,21712.8050749944,2020-01-06 18:31:14
1.71722222222222,-24442.1161363439,21716.3934557649,2020-01-06 18:36:14
1.80055555555556,-24457.1702747341,21701.5834418197,2020-01-06 18:41:14
1.88388888888889,-24460.8878205431,21672.7052590615,2020-01-06 18:46:14
1.96722222222222,-24455.5696405505,21634.094750862,2020-01-06 18:51:14
2.05055555555556,-24443.2948503771,21589.848902053,2020-01-06 18:56:14
2.13388888888889,-24425.9718523821,21543.9263833726,2020-01-06 19:01:14
2.21722222222222,-24405.2128363522,21499.4776738141,2020-01-06 19:06:14
2.30055555555556,-24381.9394715153,21456.9913632396,2020-01-06 19:11:14
2.38388888888889,-24356.8788887458,21416.412862899,2020-01-06 19:16:14
2.46722222222222,-24330.7144149993,21377.7344901349,2020-01-06 19:21:14
2.55055555555556,-24304.102339855,21340.9952591644,2020-01-06 19:26:14
2.63388888888889,-24277.688018637,21306.281820524,2020-01-06 19:31:14
2.71722222222222,-24252.1217077611,21273.7305719341,2020-01-06 19:36:14
2.80055555555556,-24228.0745213829,21243.5309921741,2020-01-06 19:41:14
2.88388888888889,-24206.2549014234,21215.9302796427,2020-01-06 19:46:14
2.96722222222222,-24187.4260056894,21191.2394093828,2020-01-06 19:51:14
3.05055555555556,-24172.4244414039,21169.8407572354,2020-01-06 19:56:14
3.13388888888889,-24162.1808045694,21152.1974783338,2020-01-06 20:01:14
3.21722222222222,-24157.7425300207,21138.8648702974,2020-01-06 20:06:14
3.30055555555556,-24160.2996138789,21130.5040002924,2020-01-06 20:11:14
3.38388888888889,-24171.2138407918,21127.8979308071,2020-01-06 20:16:14
3.46722222222222,-24192.0510018029,21131.9713702108,2020-01-06 20:21:14
3.55055555555556,-24222.6409952773,21144.499130418,2020-01-06 20:26:14
3.63388888888889,-24257.0492381489,21169.5446848338,2020-01-06 20:31:14
3.71722222222222,-24288.3037197425,21211.8709292384,2020-01-06 20:36:14
3.80055555555556,-24309.3610994632,21276.6563927416,2020-01-06 20:41:14
3.88388888888889,-24315.4975222519,21365.9747644739,2020-01-06 20:46:14
3.96722222222222,-24308.1719132993,21473.184223156,2020-01-06 20:51:14
4.05055555555556,-24289.5382453068,21590.623110186,2020-01-06 20:56:14
4.13388888888889,-24261.4728440418,21710.880988309,2020-01-06 21:01:14
4.21722222222222,-24225.6204696085,21826.6166842849,2020-01-06 21:06:14
4.30055555555556,-24183.4347056756,21930.3780350681,2020-01-06 21:11:14
4.38388888888889,-24136.2136495895,22014.4189064625,2020-01-06 21:16:14
4.46722222222222,-24085.1317806989,22070.5089861271,2020-01-06 21:21:14
4.55055555555556,-24031.3274996326,22090.5424286628,2020-01-06 21:26:14
4.63388888888889,-23976.6362241978,22076.0766819915,2020-01-06 21:31:14
4.71722222222222,-23923.4051855164,22035.1908931444,2020-01-06 21:36:14
4.80055555555556,-23874.0283669357,21975.466172748,2020-01-06 21:41:14
4.88388888888889,-23830.9943753806,21904.0211387871,2020-01-06 21:46:14
4.96722222222222,-23796.9475464584,21827.686726565,2020-01-06 21:51:14
5.05055555555556,-23774.7528607051,21753.1739073278,2020-01-06 21:56:14
5.13388888888889,-23767.0410698221,21686.5943085899,2020-01-06 22:01:14
5.21722222222222,-23772.4810209163,21629.0701554779,2020-01-06 22:06:14
5.30055555555556,-23787.4040398376,21578.7848929006,2020-01-06 22:11:14
5.38388888888889,-23808.3167526605,21534.0318230557,2020-01-06 22:16:14
5.46722222222222,-23831.8728371006,21493.2401355461,2020-01-06 22:21:14
5.55055555555556,-23854.7908497181,21454.936313804,2020-01-06 22:26:14
5.63388888888889,-23873.7736475158,21417.7079336958,2020-01-06 22:31:14
5.71722222222222,-23885.4274309296,21380.1689687081,2020-01-06 22:36:14
5.80055555555556,-23887.2287003396,21341.548574849,2020-01-06 22:41:14
5.88388888888889,-23880.3733041706,21303.3984075783,2020-01-06 22:46:14
5.96722222222222,-23866.7759494632,21267.8339866907,2020-01-06 22:51:14
6.05055555555556,-23848.1857682292,21237.034281815,2020-01-06 22:56:14
